,id,time,CurX,CurY,CurV,CurRoll,CurPitch,CurAccX,CurAccY,CurAccZ,CurGyroX,CurGyroY,CurGyroZ,Pitch,Roll,abnormal_label
755,1057,2023-11-8 13:04,17.2587,1.8203,-0.363403,0.768305,-2.41851,-0.010253,-0.10437,0.961669,0.366222,0.335703,0.129703,-2.41851,0.768305,0
756,1058,2023-11-8 13:04,17.2551,1.8203,-0.355157,0.764337,-2.49075,-0.011352,-0.100708,1.02283,0.587481,0.328073,0.114444,-2.49075,0.764337,0
757,1059,2023-11-8 13:04,17.2517,1.8203,-0.34746,0.760933,-2.54874,-0.016479,-0.102172,1.0166,0.724814,0.328073,0.099185,-2.54874,0.760933,0
758,1060,2023-11-8 13:04,17.2484,1.8203,-0.331516,0.763966,-2.60922,-0.016845,-0.114624,1.01294,0.587481,0.381481,0.099185,-2.60922,0.763966,0
759,1061,2023-11-8 13:04,17.2451,1.8203,-0.323819,0.767884,-2.68581,-0.021606,-0.116821,0.964965,0.289925,0.427259,0.099185,-2.68581,0.767884,0
760,1062,2023-11-8 13:04,17.2419,1.8203,-0.317222,0.778386,-2.77096,-0.014648,-0.109497,0.987304,0.175481,0.434888,0.137333,-2.77096,0.778386,0
761,1063,2023-11-8 13:04,17.2389,1.8203,-0.301828,0.779799,-2.84138,-0.00769,-0.102539,1.00818,0.335703,0.40437,0.183111,-2.84138,0.779799,0
762,1064,2023-11-8 13:04,17.236,1.8203,-0.294131,0.772659,-2.89822,-0.00769,-0.105102,1.00818,0.511185,0.373851,0.205999,-2.89822,0.772659,0
763,1065,2023-11-8 13:04,17.2331,1.8203,-0.286434,0.765805,-2.95738,-0.009887,-0.114624,0.998657,0.450148,0.38911,0.19074,-2.95738,0.765805,0
764,1066,2023-11-8 13:04,17.2303,1.8203,-0.278737,0.762056,-3.02918,-0.014282,-0.114257,0.986206,0.259407,0.427259,0.160222,-3.02918,0.762056,0
765,1067,2023-11-8 13:04,17.2276,1.8203,-0.27104,0.763749,-3.10126,-0.018676,-0.110961,0.990966,0.213629,0.442518,0.129703,-3.10126,0.763749,0
766,1068,2023-11-8 13:04,17.2251,1.8203,-0.256196,0.770207,-3.16576,-0.015747,-0.106567,1.00598,0.38911,0.427259,0.076296,-3.16576,0.770207,0
767,1069,2023-11-8 13:04,17.2226,1.8203,-0.2474,0.772772,-3.2203,-0.00769,-0.105102,1.00122,0.572222,0.419629,0,-3.2203,0.772772,0
768,1070,2023-11-8 13:04,17.2202,1.8203,-0.239703,0.766225,-3.27311,-0.006225,-0.115722,0.989501,0.526444,0.427259,-0.061037,-3.27311,0.766225,0
769,1071,2023-11-8 13:04,17.2179,1.8203,-0.224859,0.758302,-3.34069,-0.009521,-0.116821,0.988037,0.297555,0.434888,-0.076296,-3.34069,0.758302,0
770,1072,2023-11-8 13:04,17.2158,1.8203,-0.217162,0.754303,-3.41002,-0.015014,-0.116821,1.00195,0.137333,0.427259,-0.030518,-3.41002,0.754303,0
771,1073,2023-11-8 13:04,17.2137,1.8203,-0.210015,0.756214,-3.47529,-0.019775,-0.11206,1.01111,0.221259,0.39674,0.038148,-3.47529,0.756214,0
772,1074,2023-11-8 13:04,17.2117,1.8203,-0.194071,0.762941,-3.53064,-0.020874,-0.106201,0.9906,0.427259,0.358592,0.076296,-3.53064,0.762941,0
773,1075,2023-11-8 13:04,17.2099,1.8203,-0.185825,0.771325,-3.58015,-0.01538,-0.116088,0.991699,0.488296,0.366222,0.061037,-3.58015,0.771325,0
774,1076,2023-11-8 13:04,17.2081,1.8203,-0.178128,0.773393,-3.64125,-0.010986,-0.114624,0.986938,0.343333,0.38911,0.015259,-3.64125,0.773393,0
775,1077,2023-11-8 13:04,17.2065,1.8203,-0.163284,0.770704,-3.70175,-0.009521,-0.113525,1.00525,0.183111,0.419629,-0.038148,-3.70175,0.770704,0
776,1078,2023-11-8 13:04,17.2049,1.8203,-0.155587,0.766072,-3.75745,-0.008789,-0.105102,1.0144,0.183111,0.411999,-0.083925,-3.75745,0.766072,0
777,1079,2023-11-8 13:04,17.2034,1.8203,-0.14789,0.760285,-3.80019,-0.006225,-0.097412,0.993164,0.312814,0.381481,-0.099185,-3.80019,0.760285,0
778,1080,2023-11-8 13:04,17.2021,1.8203,-0.133046,0.751737,-3.83495,-0.00769,-0.097412,0.984008,0.39674,0.366222,-0.061037,-3.83495,0.751737,0
779,1081,2023-11-8 13:04,17.2008,1.8203,-0.125899,0.745106,-3.87032,-0.017578,-0.09082,0.985107,0.366222,0.358592,0.022888,-3.87032,0.745106,0
780,1082,2023-11-8 13:04,17.1996,1.8203,-0.118752,0.750134,-3.89801,-0.024536,-0.082763,1.00012,0.289925,0.358592,0.114444,-3.89801,0.750134,0
781,1083,2023-11-8 13:04,17.1986,1.8203,-0.105007,0.762757,-3.91449,3.4871831,3.4911986,4.4971182,0.282296,0.358592,0.167851,-9.986741,2.2650504,2
782,1084,2023-11-8 13:04,17.1976,1.8203,-0.09786,0.770473,-3.92336,3.24580379,3.24981929,4.25573889,0.328073,0.350962,0.144962,-9.680633996,2.195623568,2
783,1085,2023-11-8 13:04,17.1967,1.8203,-0.091813,0.772461,-3.95245,3.004424479,3.008439979,4.014359579,0.328073,0.358592,0.061037,-9.374526992,2.126196736,2
784,1086,2023-11-8 13:04,17.1959,1.8203,-0.077518,0.774785,-3.98659,2.763045169,2.767060669,3.772980269,0.251777,0.366222,-0.061037,-9.068419989,2.056769903,2
785,1087,2023-11-8 13:04,17.1952,1.8203,-0.071471,0.76637,-4.00756,2.521665859,2.525681359,3.531600959,0.221259,0.366222,-0.167851,-8.762312985,1.987343071,2
786,1088,2023-11-8 13:04,17.1945,1.8203,-0.066523,0.757404,-4.01116,2.280286548,2.284302048,3.290221648,0.312814,0.350962,-0.205999,-8.456205981,1.917916239,2
787,1089,2023-11-8 13:04,17.194,1.8203,-0.054977,0.756289,-3.99731,2.038907238,2.042922738,3.048842338,0.465407,0.350962,-0.19074,-8.150098977,1.848489407,2
788,1090,2023-11-8 13:04,17.1935,1.8203,-0.050029,0.754563,-3.96418,1.797527928,1.801543428,2.807463028,0.541703,0.350962,-0.144962,-7.843991973,1.779062575,2
789,1091,2023-11-8 13:04,17.193,1.8203,-0.045081,0.758862,-3.92695,1.556148617,1.560164117,2.566083717,0.534073,0.358592,-0.091555,-7.537884969,1.709635743,2
790,1092,2023-11-8 13:04,17.1927,1.8203,-0.036835,0.764082,-3.88375,1.314769307,1.318784807,2.324704407,0.503555,0.358592,-0.045777,-7.231777966,1.64020891,2
791,1093,2023-11-8 13:04,17.1923,1.8203,-0.033536,0.764297,-3.83235,1.073389997,1.077405497,2.083325097,0.473036,0.358592,0,-6.925670962,1.570782078,2
792,1094,2023-11-8 13:04,17.192,1.8203,-0.030237,0.763203,-3.76847,0.832010686,0.836026186,1.841945786,0.434888,0.350962,0.022888,-6.619563958,1.501355246,2
793,1095,2023-11-8 13:04,17.1918,1.8203,-0.026389,0.761839,-3.69593,0.590631376,0.594646876,1.600566476,0.320444,0.350962,0.030518,-6.313456954,1.431928414,2
794,1096,2023-11-8 13:04,17.1915,1.8203,-0.025839,0.760083,-3.61808,0.349252066,0.353267566,1.359187166,0.244148,0.366222,-0.007629,-6.00734995,1.362501582,2
795,1097,2023-11-8 13:04,17.1913,1.8203,-0.02474,0.761075,-3.53216,0.107872755,0.111888255,1.117807855,0.213629,0.40437,-0.091555,-5.701242946,1.293074749,2
796,1098,2023-11-8 13:04,17.191,1.8203,-0.025289,0.760215,-3.43777,-0.133506555,-0.129491055,0.876428545,0.259407,0.427259,-0.205999,-5.395135943,1.223647917,2
797,1099,2023-11-8 13:04,17.1907,1.8203,-0.026389,0.757576,-3.33967,-0.374885866,-0.370870366,0.635049234,0.267036,0.434888,-0.282296,-5.089028939,1.154221085,2
798,1100,2023-11-8 13:04,17.1905,1.8203,-0.028038,0.752774,-3.24256,-0.616265176,-0.612249676,0.393669924,0.259407,0.427259,-0.274666,-4.782921935,1.084794253,2
799,1101,2023-11-8 13:04,17.1902,1.8203,-0.031337,0.750369,-3.15157,-0.857644486,-0.853628986,0.152290614,0.251777,0.40437,-0.167851,-4.476814931,1.015367421,2
800,1102,2023-11-8 13:04,17.1898,1.8203,-0.031337,0.745114,-3.06125,-1.099023797,-1.095008297,-0.089088697,0.320444,0.40437,0,-4.170707927,0.945940589,2
801,1103,2023-11-8 13:04,17.1895,1.8203,-0.032986,0.74342,-2.96377,-1.340403107,-1.336387607,-0.330468007,0.39674,0.411999,0.167851,-3.864600923,0.876513756,2
802,1104,2023-11-8 13:04,17.1892,1.8203,-0.034636,0.749017,-2.85587,-1.581782417,-1.577766917,-0.571847317,0.434888,0.442518,0.259407,-3.55849392,0.807086924,2
803,1105,2023-11-8 13:04,17.1888,1.8203,-0.035735,0.751645,-2.75438,-1.823161728,-1.819146228,-0.813226628,0.381481,0.450148,0.221259,-3.252386916,0.737660092,2
804,1106,2023-11-8 13:04,17.1884,1.8203,-0.037934,0.75366,-2.66411,-2.064541038,-2.060525538,-1.054605938,0.305185,0.427259,0.091555,-2.946279912,0.66823326,2
805,1107,2023-11-8 13:04,17.188,1.8203,-0.039584,0.75623,-2.57703,-2.305920348,-2.301904848,-1.295985248,0.297555,0.38911,-0.061037,-2.640172908,0.598806428,2
806,1108,2023-11-8 13:04,17.1876,1.8203,-0.041783,0.752515,-2.49044,-2.547299659,-2.543284159,-1.537364559,0.320444,0.373851,-0.144962,-2.334065904,0.529379595,2
807,1109,2023-11-8 13:04,17.1872,1.8203,-0.044532,0.741905,-2.41638,-2.788678969,-2.784663469,-1.778743869,0.312814,0.358592,-0.152592,-2.0279589,0.459952763,2
808,1110,2023-11-8 13:04,17.1867,1.8203,-0.046181,0.731444,-2.35074,-3.030058279,-3.026042779,-2.020123179,0.251777,0.350962,-0.076296,-1.721851897,0.390525931,2
809,1111,2023-11-8 13:04,17.1862,1.8203,-0.04783,0.725733,-2.29759,-3.27143759,-3.26742209,-2.26150249,0.213629,0.335703,0.022888,-1.415744893,0.321099099,2
810,1112,2023-11-8 13:04,17.1857,1.8203,-0.051129,0.730344,-2.24949,-3.5128169,-3.5088014,-2.5028818,0.274666,0.328073,0.122074,-1.109637889,0.251672267,2
811,1113,2023-11-8 13:04,17.1852,1.8203,-0.052778,0.740385,-2.20019,-0.020874,-0.00476,1.00232,0.40437,0.328073,0.167851,-2.20019,0.740385,0
812,1114,2023-11-8 13:04,17.1847,1.8203,-0.053878,0.748825,-2.15948,-0.015014,-0.007324,1.00305,0.480666,0.343333,0.152592,-2.15948,0.748825,0
813,1115,2023-11-8 13:04,17.1841,1.8203,-0.056077,0.75051,-2.12281,-0.012451,-0.012451,0.997558,0.450148,0.358592,0.076296,-2.12281,0.75051,0
814,1116,2023-11-8 13:04,17.1835,1.8203,-0.056627,0.749282,-2.09373,-0.008789,-0.013916,0.994262,0.358592,0.358592,-0.007629,-2.09373,0.749282,0
815,1117,2023-11-8 13:04,17.1829,1.8203,-0.057176,0.743813,-2.06754,-0.006225,-0.012817,0.997924,0.305185,0.350962,-0.045777,-2.06754,0.743813,0
816,1118,2023-11-8 13:04,17.1824,1.8203,-0.057726,0.735541,-2.04048,-0.008056,-0.016845,0.998291,0.312814,0.358592,-0.061037,-2.04048,0.735541,0
817,1119,2023-11-8 13:04,17.1769,1.8203,-0.057726,0.729687,-2.01835,-0.012817,-0.018676,0.999023,0.335703,0.373851,-0.068666,-2.01835,0.729687,0
818,1120,2023-11-8 13:04,17.1763,1.8203,-0.057726,0.729567,-1.99889,-0.016479,-0.020874,0.99353,0.320444,0.38911,-0.053407,-1.99889,0.729567,0
819,1121,2023-11-8 13:04,17.1757,1.8203,-0.057176,0.73369,-1.98263,-0.01538,-0.024902,0.995727,0.305185,0.381481,-0.030518,-1.98263,0.73369,0
820,1122,2023-11-8 13:04,17.1752,1.8203,-0.056077,0.736354,-1.97104,-0.013549,-0.026367,0.996826,0.328073,0.373851,-0.007629,-1.97104,0.736354,0
821,1123,2023-11-8 13:04,17.1746,1.8203,-0.055527,0.736687,-1.96064,-0.013916,-0.025268,0.997924,0.39674,0.358592,-0.007629,-1.96064,0.736687,0
822,1124,2023-11-8 13:04,17.1741,1.8203,-0.053878,0.737326,-1.94877,-0.011352,-0.028564,0.996459,0.434888,0.350962,-0.038148,-1.94877,0.737326,0
823,1125,2023-11-8 13:04,17.1736,1.8203,-0.052778,0.735008,-1.94142,-0.012451,-0.033325,0.994995,0.38911,0.350962,-0.091555,-1.94142,0.735008,0
824,1126,2023-11-8 13:04,17.173,1.8203,-0.051679,0.734085,-1.9406,-0.012817,-0.034057,0.997192,0.305185,0.358592,-0.129703,-1.9406,0.734085,0
825,1127,2023-11-8 13:04,17.1726,1.8203,-0.04838,0.733804,-1.94109,-0.012817,-0.032958,1.00122,0.251777,0.381481,-0.114444,-1.94109,0.733804,0
826,1128,2023-11-8 13:04,17.1721,1.8203,-0.04728,0.73388,-1.94002,-0.013916,-0.036621,1.00268,0.267036,0.419629,-0.045777,-1.94002,0.73388,0
827,1129,2023-11-8 13:04,17.1716,1.8203,-0.045631,0.735366,-1.94239,-0.015747,-0.039916,0.994628,0.335703,0.434888,0.007629,-1.94239,0.735366,0
828,1130,2023-11-8 13:04,17.1712,1.8203,-0.042332,0.739081,-1.9486,-0.013916,-0.043945,0.992065,0.358592,0.434888,0.061037,-1.9486,0.739081,0
829,1131,2023-11-8 13:04,17.1708,1.8203,-0.040133,0.740513,-1.95981,-0.010986,-0.044677,0.996826,0.320444,0.419629,0.091555,-1.95981,0.740513,0
830,1132,2023-11-8 13:04,17.1704,1.8203,-0.037934,0.738177,-1.97171,-0.013549,-0.041748,1.00012,0.289925,0.38911,0.122074,-1.97171,0.738177,0
831,1133,2023-11-8 13:04,17.1701,1.8203,-0.033536,0.738396,-1.97963,-0.013183,-0.041015,1.00122,0.312814,0.350962,0.129703,-1.97963,0.738396,0
832,1134,2023-11-8 13:04,17.1698,1.8203,-0.031337,0.737846,-1.98612,-0.013916,-0.042114,0.998291,0.350962,0.320444,0.083925,-1.98612,0.737846,0
833,1135,2023-11-8 13:04,17.1695,1.8203,-0.029138,0.738088,-1.99373,-0.016113,-0.042114,0.991699,0.366222,0.312814,0.022888,-1.99373,0.738088,0
834,1136,2023-11-8 13:04,17.1692,1.8203,-0.02474,0.741106,-2.00173,-0.012451,-0.036987,0.993896,0.343333,0.328073,-0.015259,-2.00173,0.741106,0
835,1137,2023-11-8 13:04,17.169,1.8203,-0.02254,0.740184,-2.00373,-0.014282,-0.035156,0.996093,0.328073,0.366222,-0.022888,-2.00373,0.740184,0
836,1138,2023-11-8 13:04,17.1686,1.8203,-0.018142,0.742184,-1.99901,-0.01062,-0.027832,0.998657,0.251777,0.427259,0.061037,-1.99901,0.742184,0
837,1139,2023-11-8 13:04,17.1685,1.8203,-0.015943,0.739747,-1.99144,-0.014648,-0.027465,0.992431,0.221259,0.427259,0.106814,-1.99144,0.739747,0
838,1140,2023-11-8 13:04,17.1683,1.8203,-0.011545,0.741709,-1.98372,-0.016479,-0.023071,0.992797,0.228888,0.38911,0.114444,-1.98372,0.741709,0
839,1141,2023-11-8 13:04,17.1682,1.8203,-0.009896,0.74557,-1.97038,-0.020507,-0.016479,1.00159,0.297555,0.373851,0.091555,-1.97038,0.74557,0
840,1142,2023-11-8 13:04,17.1682,1.8203,-0.008246,0.753929,-1.94893,-0.013183,-0.009521,1.00561,0.358592,0.38911,0.045777,-1.94893,0.753929,0
841,1143,2023-11-8 13:04,17.1681,1.8203,-0.006047,0.753742,-1.91967,-0.010253,-0.006225,0.999389,0.381481,0.39674,-0.007629,-1.91967,0.753742,0
842,1144,2023-11-8 13:04,17.1681,1.8203,-0.004948,0.750292,-1.88729,-0.006591,-0.001831,0.994262,0.381481,0.39674,-0.007629,-1.88729,0.750292,0
843,1145,2023-11-8 13:04,17.168,1.8203,-0.004398,0.742738,-1.8506,-0.006225,0.001464,0.99353,0.373851,0.39674,-0.045777,-1.8506,0.742738,0
844,1146,2023-11-8 13:04,17.168,1.8203,-0.003298,0.734686,-1.81109,-0.008056,0.005126,1.00012,0.350962,0.373851,-0.061037,-1.81109,0.734686,0
845,1147,2023-11-8 13:04,17.1679,1.8203,-0.003298,0.728772,-1.76849,-0.01538,0.002563,1.00085,0.320444,0.366222,-0.038148,-1.76849,0.728772,0
846,1148,2023-11-8 13:04,17.1679,1.8203,-0.002748,0.731447,-1.72991,4.987183167,4.994397133,5.997387067,0.297555,0.373851,0,3.659645333,5.727579833,1
847,1149,2023-11-8 13:04,17.1679,1.8203,-0.002748,0.73886,-1.69549,4.64235558,4.649569547,5.65255948,0.251777,0.38911,0.030518,3.314817747,5.382752247,1
848,1150,2023-11-8 13:04,17.1679,1.8203,-0.002748,0.746768,-1.66249,4.297527994,4.304741961,5.307731894,0.221259,0.39674,0.038148,2.969990161,5.037924661,1
849,1151,2023-11-8 13:04,17.1678,1.8203,-0.003298,0.748133,-1.62686,3.952700408,3.959914375,4.962904308,0.213629,0.38911,0.038148,2.625162575,4.693097075,1
850,1152,2023-11-8 13:04,17.1678,1.8203,-0.003848,0.742091,-1.59004,3.607872822,3.615086789,4.618076722,0.236518,0.373851,0.045777,2.280334989,4.348269489,1
851,1153,2023-11-8 13:04,17.1677,1.8203,-0.004398,0.733963,-1.55427,3.263045236,3.270259202,4.273249136,0.289925,0.366222,0.045777,1.935507402,4.003441902,1
852,1154,2023-11-8 13:04,17.1677,1.8203,-0.004948,0.728661,-1.51974,2.918217649,2.925431616,3.928421549,0.320444,0.381481,0.030518,1.590679816,3.658614316,1
853,1155,2023-11-8 13:04,17.1676,1.8203,-0.006047,0.728702,-1.48726,2.573390063,2.58060403,3.583593963,0.350962,0.39674,0.007629,1.24585223,3.31378673,1
854,1156,2023-11-8 13:04,17.1676,1.8203,-0.006597,0.733415,-1.45486,2.228562477,2.235776444,3.238766377,0.366222,0.39674,-0.015259,0.901024644,2.968959144,1
855,1157,2023-11-8 13:04,17.1675,1.8203,-0.007147,0.739406,-1.42239,1.883734891,1.890948857,2.893938791,0.350962,0.373851,0,0.556197057,2.624131557,1
856,1158,2023-11-8 13:04,17.1674,1.8203,-0.008796,0.740962,-1.39157,1.538907305,1.546121271,2.549111205,0.335703,0.366222,0.007629,0.211369471,2.279303971,1
857,1159,2023-11-8 13:04,17.1673,1.8203,-0.009346,0.736992,-1.36335,1.194079718,1.201293685,2.204283618,0.305185,0.358592,0.030518,-0.133458115,1.934476385,1
858,1160,2023-11-8 13:04,17.1672,1.8203,-0.009896,0.72892,-1.33723,0.849252132,0.856466099,1.859456032,0.320444,0.358592,0.030518,-0.478285701,1.589648799,1
859,1161,2023-11-8 13:04,17.1671,1.8203,-0.010995,0.716879,-1.31259,0.504424546,0.511638513,1.514628446,0.350962,0.366222,0.030518,-0.823113287,1.244821213,1
860,1162,2023-11-8 13:04,17.167,1.8203,-0.011545,0.711905,-1.28851,0.15959696,0.166810926,1.16980086,0.343333,0.373851,0.038148,-1.167940874,0.899993626,1
861,1163,2023-11-8 13:04,17.1669,1.8203,-0.012095,0.714814,-1.26704,-0.185230626,-0.17801666,0.824973274,0.297555,0.358592,0.045777,-1.51276846,0.55516604,1
862,1164,2023-11-8 13:04,17.1667,1.8203,-0.013194,0.725564,-1.25119,-0.530058213,-0.522844246,0.480145687,0.19837,0.350962,0.061037,-1.857596046,0.210338454,1
863,1165,2023-11-8 13:04,17.1666,1.8203,-0.013194,0.735734,-1.23707,-0.874885799,-0.867671832,0.135318101,0.144962,0.350962,0.068666,-2.202423632,-0.134489132,1
864,1166,2023-11-8 13:04,17.1665,1.8203,-0.013194,0.734663,-1.2241,-1.219713385,-1.212499418,-0.209509485,0.144962,0.381481,0.083925,-2.547251218,-0.479316718,1
865,1167,2023-11-8 13:04,17.1663,1.8203,-0.013194,0.720718,-1.21084,-1.564540971,-1.557327005,-0.554337071,0.19837,0.39674,0.076296,-2.892078805,-0.824144305,1
866,1168,2023-11-8 13:04,17.1662,1.8203,-0.013194,0.70663,-1.19663,-1.909368557,-1.902154591,-0.899164657,0.236518,0.39674,0.061037,-3.236906391,-1.168971891,1
867,1169,2023-11-8 13:04,17.1661,1.8203,-0.013194,0.703761,-1.18449,-2.254196144,-2.246982177,-1.243992244,0.267036,0.39674,0.030518,-3.581733977,-1.513799477,1
868,1170,2023-11-8 13:04,17.166,1.8203,-0.013194,0.713585,-1.17412,-2.59902373,-2.591809763,-1.58881983,0.282296,0.39674,0.007629,-3.926561563,-1.858627063,1
869,1171,2023-11-8 13:04,17.1658,1.8203,-0.013194,0.728663,-1.16617,-2.943851316,-2.936637349,-1.933647416,0.312814,0.39674,0.007629,-4.271389149,-2.203454649,1
870,1172,2023-11-8 13:04,17.1657,1.8203,-0.013194,0.740144,-1.16005,-3.288678902,-3.281464936,-2.278475002,0.312814,0.40437,0.022888,-4.616216736,-2.548282236,1
871,1173,2023-11-8 13:04,17.1656,1.8203,-0.012095,0.740493,-1.15346,-3.633506489,-3.626292522,-2.623302589,0.282296,0.411999,0.045777,-4.961044322,-2.893109822,1
872,1174,2023-11-8 13:04,17.1655,1.8203,-0.011545,0.73157,-1.14758,-3.978334075,-3.971120108,-2.968130175,0.274666,0.40437,0.061037,-5.305871908,-3.237937408,1
873,1175,2023-11-8 13:04,17.1653,1.8203,-0.010995,0.712484,-1.14277,-4.323161661,-4.315947694,-3.312957761,0.305185,0.381481,0.053407,-5.650699494,-3.582764994,1
874,1176,2023-11-8 13:04,17.1652,1.8203,-0.010995,0.70154,-1.13527,-4.667989247,-4.66077528,-3.657785347,0.373851,0.358592,0.022888,-5.99552708,-3.92759258,1
875,1177,2023-11-8 13:04,17.1651,1.8203,-0.010995,0.709928,-1.1233,-5.012816833,-5.005602867,-4.002612933,0.411999,0.335703,-0.007629,-6.340354667,-4.272420167,1
876,1178,2023-11-8 13:04,17.165,1.8203,-0.009896,0.727692,-1.11182,-0.029296,-0.009887,0.996093,0.427259,0.328073,-0.015259,-1.11182,0.727692,0
877,1179,2023-11-8 13:04,17.1649,1.8203,-0.009346,0.746259,-1.09978,-0.023071,-0.008789,0.993896,0.381481,0.350962,0.007629,-1.09978,0.746259,0
878,1180,2023-11-8 13:04,17.1648,1.8203,-0.008796,0.757594,-1.08729,-0.008056,-0.00769,1.00012,0.328073,0.373851,0.030518,-1.08729,0.757594,0
879,1181,2023-11-8 13:04,17.1648,1.8203,-0.008796,0.751418,-1.07411,0.000366,-0.008789,1.00049,0.289925,0.381481,0.038148,-1.07411,0.751418,0
880,1182,2023-11-8 13:04,17.1647,1.8203,-0.008246,0.735709,-1.06262,-0.003662,-0.009521,0.999755,0.274666,0.381481,0,-1.06262,0.735709,0
881,1183,2023-11-8 13:04,17.1646,1.8203,-0.007696,0.724773,-1.05214,-0.011352,-0.006591,0.99353,0.282296,0.366222,-0.030518,-1.05214,0.724773,0
882,1184,2023-11-8 13:04,17.1645,1.8203,-0.007696,0.722795,-1.03856,3.4875737,3.4904423,4.4973139,0.282296,0.350962,-0.045777,-2.2816899,2.205557,2
883,1185,2023-11-8 13:04,17.1644,1.8203,-0.007696,0.73012,-1.02416,3.24619439,3.24906299,4.25593459,0.305185,0.350962,-0.038148,-2.211753045,2.13795372,2
884,1186,2023-11-8 13:04,17.1644,1.8203,-0.007696,0.744484,-1.01148,3.004815079,3.007683679,4.014555279,0.328073,0.358592,-0.015259,-2.14181619,2.070350441,2
885,1187,2023-11-8 13:04,17.1643,1.8203,-0.007696,0.749848,-0.998389,2.763435769,2.766304369,3.773175969,0.350962,0.373851,0.030518,-2.071879334,2.002747161,2
886,1188,2023-11-8 13:04,17.1642,1.8203,-0.007696,0.747608,-0.981835,2.522056459,2.524925059,3.531796659,0.343333,0.381481,0.061037,-2.001942479,1.935143881,2
887,1189,2023-11-8 13:04,17.1641,1.8203,-0.007696,0.734939,-0.965639,2.280677148,2.283545748,3.290417348,0.343333,0.381481,0.068666,-1.932005624,1.867540602,2
888,1190,2023-11-8 13:04,17.1641,1.8203,-0.007696,0.721099,-0.948921,2.039297838,2.042166438,3.049038038,0.343333,0.366222,0.045777,-1.862068769,1.799937322,2
889,1191,2023-11-8 13:04,17.164,1.8203,-0.007696,0.728087,-0.93246,1.797918528,1.800787128,2.807658728,0.350962,0.358592,0.022888,-1.792131914,1.732334042,2
890,1192,2023-11-8 13:04,17.1639,1.8203,-0.008246,0.742476,-0.915708,1.556539217,1.559407817,2.566279417,0.328073,0.366222,0,-1.722195059,1.664730762,2
891,1193,2023-11-8 13:04,17.1638,1.8203,-0.008796,0.749775,-0.899266,1.315159907,1.318028507,2.324900107,0.289925,0.38911,0,-1.652258203,1.597127483,2
892,1194,2023-11-8 13:04,17.1637,1.8203,-0.008796,0.749978,-0.88591,1.073780597,1.076649197,2.083520797,0.267036,0.411999,0.007629,-1.582321348,1.529524203,2
893,1195,2023-11-8 13:04,17.1636,1.8203,-0.008796,0.742118,-0.873937,0.832401286,0.835269886,1.842141486,0.282296,0.40437,0.030518,-1.512384493,1.461920923,2
894,1196,2023-11-8 13:04,17.1635,1.8203,-0.008796,0.730244,-0.869303,0.591021976,0.593890576,1.600762176,0.328073,0.366222,0.068666,-1.442447638,1.394317644,2
895,1197,2023-11-8 13:04,17.1635,1.8203,-0.008796,0.72293,-0.869995,0.349642666,0.352511266,1.359382866,0.350962,0.335703,0.091555,-1.372510783,1.326714364,2
896,1198,2023-11-8 13:04,17.1634,1.8203,-0.008796,0.725003,-0.8734,0.108263355,0.111131955,1.118003555,0.328073,0.335703,0.114444,-1.302573928,1.259111084,2
897,1199,2023-11-8 13:04,17.1633,1.8203,-0.008796,0.733106,-0.881361,-0.133115955,-0.130247355,0.876624245,0.289925,0.350962,0.114444,-1.232637072,1.191507805,2
898,1200,2023-11-8 13:04,17.1632,1.8203,-0.008246,0.742034,-0.890348,-0.374495266,-0.371626666,0.635244934,0.297555,0.366222,0.106814,-1.162700217,1.123904525,2
899,1201,2023-11-8 13:04,17.1631,1.8203,-0.007696,0.745086,-0.900486,-0.615874576,-0.613005976,0.393865624,0.328073,0.38911,0.068666,-1.092763362,1.056301245,2
900,1202,2023-11-8 13:04,17.1631,1.8203,-0.006047,0.740822,-0.911313,-0.857253886,-0.854385286,0.152486314,0.366222,0.419629,0.022888,-1.022826507,0.988697966,2
901,1203,2023-11-8 13:04,17.163,1.8203,-0.004948,0.727624,-0.916309,-1.098633197,-1.095764597,-0.088892997,0.381481,0.442518,-0.022888,-0.952889652,0.921094686,2
902,1429,2023-11-8 13:04,17.163,1.8203,0,0.731741,-0.424696,-1.340012507,-1.337143907,-0.330272307,0.366222,0.358592,0.030518,-0.882952797,0.853491406,2
903,1430,2023-11-8 13:04,17.163,1.8203,0,0.73374,-0.423881,-1.581391817,-1.578523217,-0.571651617,0.366222,0.358592,0.038148,-0.813015941,0.785888126,2
904,1431,2023-11-8 13:04,17.163,1.8203,0,0.732899,-0.424025,-1.822771128,-1.819902528,-0.813030928,0.350962,0.381481,0.053407,-0.743079086,0.718284847,2
905,1432,2023-11-8 13:04,17.163,1.8203,0,0.730982,-0.425244,-2.064150438,-2.061281838,-1.054410238,0.328073,0.39674,0.045777,-0.673142231,0.650681567,2
906,1433,2023-11-8 13:04,17.163,1.8203,0,0.730971,-0.425937,-2.305529748,-2.302661148,-1.295789548,0.297555,0.411999,0.015259,-0.603205376,0.583078287,2
907,1434,2023-11-8 13:04,17.163,1.8203,0,0.733942,-0.426072,-2.546909059,-2.544040459,-1.537168859,0.312814,0.411999,-0.030518,-0.533268521,0.515475008,2
908,1435,2023-11-8 13:04,17.163,1.8203,0,0.736322,-0.425312,-2.788288369,-2.785419769,-1.778548169,0.358592,0.40437,-0.053407,-0.463331666,0.447871728,2
